Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2000-01-03,5.169805526733398,5.199862902516602,5.091657670561717,5.109691508980685,3431200
2000-01-04,5.103679656982422,5.217895905519023,5.091656855356802,5.133736294139684,5997600
2000-01-05,5.0916571617126465,5.211885185202749,5.061599788933311,5.109690998329352,10562400
2000-01-06,5.278010368347168,5.338124381654083,5.085645525765039,5.097668328426422,15300000
2000-01-07,5.897183418273926,5.915217250301054,5.470373676599552,5.530487673045701,16160800
2000-01-10,5.79498815536499,5.951284516401805,5.752908732761725,5.945273484807036,9336000
2000-01-11,5.807012557983398,5.897183927343304,5.644705120474462,5.6747617543854325,9988000
2000-01-12,5.752910614013672,5.867126855983635,5.722853244770923,5.758921647574101,6378400
2000-01-13,5.933252334594727,5.957297935274313,5.752910329497827,5.782966963440562,6981600
2000-01-14,5.927241802215576,6.041458796142782,5.915218999371326,5.963310210748328,9292800
2000-01-18,5.6747612953186035,5.86712608499042,5.602624499191672,5.794989288863489,5514400
2000-01-19,5.7228546142578125,5.813026009750661,5.626672183766084,5.626672183766084,7730400
2000-01-20,5.867126941680908,5.867126941680908,5.626670919480871,5.722853328360886,8457600
2000-01-21,5.614650726318359,5.867129666902269,5.554536692846001,5.867129666902269,12880800
2000-01-24,5.308067798614502,5.584592262780474,5.247953784665378,5.5184664805296135,9503200
2000-01-25,5.308067798614502,5.4042502209331005,5.247953784665378,5.33812443868224,8416000
2000-01-26,5.296046257019043,5.4162743135482625,5.241943264673983,5.241943264673983,8797600
2000-01-27,5.211884498596191,5.320089705482477,5.181827129776573,5.296044103952192,9053600
2000-01-28,5.061600685119629,5.25396555676313,5.0255322716864725,5.0255322716864725,12754400
2000-01-31,5.097667694091797,5.3140781150673915,5.055588256919982,5.061599290595864,4790400
2000-02-01,5.235930919647217,5.3321133408227,5.109691124947576,5.145759532888381,3984000
2000-02-02,5.374194145202637,5.434308173672465,5.278011699650912,5.278011699650912,6660000
2000-02-03,5.326101779937744,5.386215795512663,5.296045139057119,5.326101779937744,13720800
2000-02-04,5.458354473114014,5.464366243625723,5.350149208228494,5.350149208228494,7199200
2000-02-07,5.596613883972168,5.62667051769413,5.368180679193987,5.386214512664466,11616800
2000-02-08,5.386214256286621,5.494419453399521,5.3621686569281986,5.386214256286621,8325600
2000-02-09,5.187839508056641,5.452341156041105,5.169804937878168,5.4343065858626325,7526400
2000-02-10,5.566557884216309,5.813025716838985,5.488410030286414,5.566557884216309,20888000
2000-02-11,5.386214256286621,5.686784248266901,5.374191456607409,5.494419453399521,18896000
2000-02-14,5.470374584197998,5.5304885906177566,5.422283379062192,5.446328981630095,7276000
2000-02-15,5.710830211639404,5.90920678589784,5.602625007629395,5.614647808074951,16885600
2000-02-16,5.897183418273926,6.011399644614892,5.704818629646249,5.7408870275139385,16412800
2000-02-17,6.0474677085876465,6.2217990224696695,5.951285319584264,5.963308118209687,12419200
2000-02-18,5.566557884216309,6.011401602825387,5.506443868188055,5.975333193208435,15170400
2000-02-22,5.656727313995361,5.734875140831641,5.548522122658915,5.578578753345663,5828800
2000-02-23,5.506441116333008,5.626669088305344,5.470372724741306,5.602623493910877,9806400
2000-02-24,5.061600685119629,5.45835323288435,4.99547562739905,5.446330428406632,13012000
2000-02-25,4.929347515106201,5.08564389973152,4.863222488517576,5.061598302096855,9658400
2000-02-28,4.947384357452393,5.043566792262512,4.857212957911035,4.905304175316094,8533600
2000-02-29,4.917324542999268,4.995473099464625,4.905301744605626,4.923336309102777,7711200
2000-03-01,5.253965854644775,5.326102685600996,4.791088222915919,4.91732731018241,12564800
2000-03-02,5.0495758056640625,5.290031796409971,5.0014846075148816,5.26598619733538,7538400
2000-03-03,5.235930919647217,5.320090538175765,5.007497669355443,5.04356607729625,3794400
2000-03-06,5.0495758056640625,5.22390676586157,5.0255302065894725,5.22390676586157,4090400
2000-03-07,4.712937355041504,4.965416141918728,4.700914555666398,4.953393342543621,8610400
2000-03-08,4.5806884765625,4.7550195072755574,4.460460432558235,4.700916520566765,10363200
2000-03-09,4.718949794769287,4.7730520327679455,4.532596010966034,4.580687215326416,6700000
2000-03-10,4.893280029296875,4.905302830351658,4.670858576690151,4.712938013475123,6710400
2000-03-13,4.815133094787598,4.857212539485209,4.7129388996985195,4.7129388996985195,6282400
2000-03-14,4.815133094787598,4.85120150473427,4.718950668263138,4.797098522907422,3949600
2000-03-15,4.947384357452393,4.977441001423684,4.761030523100915,4.7790650965346835,12876000
2000-03-16,5.013508319854736,5.115702501434825,4.7850750870556,4.869234699139492,11164000
2000-03-17,4.965415954589844,5.193849134098819,4.923336525271211,5.097666742726619,9671200
2000-03-20,5.097667694091797,5.133736097587729,4.9714286487628065,4.989462483603999,5468800
2000-03-21,5.193851947784424,5.229920364088483,5.097669504306935,5.097669504306935,4168800
2000-03-22,5.0916571617126465,5.284021999296811,5.00148577718826,5.169805010074403,5897600
2000-03-23,5.253965854644775,5.253965854644775,5.025532556616741,5.049578166935482,6003200
2000-03-24,5.524477481842041,5.536500282962683,5.235930254946618,5.247953056067261,8687200
2000-03-27,5.362168312072754,5.470373502226688,5.326099915354775,5.464362469680396,4664800
2000-03-28,5.326101779937744,5.404250367091971,5.284022335942135,5.290033370592794,3800800
2000-03-29,5.356157302856445,5.380202900773167,5.241940345845311,5.332111704939724,3594400
2000-03-30,5.509410858154297,5.5695572649027065,5.347015927038125,5.3530302006084325,5237600
2000-03-31,5.737967491149902,5.743982499230502,5.431221168476,5.509411134060074,7032800
2000-04-03,5.97253942489624,6.014641548632079,5.7078951967564295,5.713909471200474,7430400
2000-04-04,5.8462324142456055,5.966525262275351,5.557529578974218,5.966525262275351,8253600
2000-04-05,5.774056911468506,5.864276917814853,5.683837639331462,5.768042635957045,5006400
2000-04-06,5.936450004577637,5.966522837257712,5.737966518895018,5.768040085784072,5516000
2000-04-07,5.942465782165527,5.948480790750034,5.798114386647336,5.924422224830336,5463200
