Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2000-01-03,23.282215118408203,23.676828933974445,23.124369592181708,23.51898340774795,4642400
2000-01-04,22.429834365844727,23.124354219537317,22.414049823715352,23.01386242463168,7822200
2000-01-05,22.6666202545166,22.934957680928008,22.33514461012604,22.42985193709477,8229600
2000-01-06,23.376922607421875,23.724182767694177,22.76132505057552,22.808678708794467,5356400
2000-01-07,24.371347427368164,24.481839287466336,23.64525806100875,23.77153447254952,9863800
2000-01-10,23.75574493408203,24.481834148014105,23.755744934082028,24.418695955498272,4928600
2000-01-11,23.834667205810547,23.976728136176302,23.47162260598694,23.487407153805357,6153000
2000-01-12,23.61368751525879,24.008301277211643,23.534764762868218,23.708394818127474,5163200
2000-01-13,23.582124710083008,24.245076007153614,23.50320193662222,23.724185702312422,4659200
2000-01-14,23.661048889160156,23.834679001088617,23.440065110342115,23.724187111679594,5404800
2000-01-18,23.06122398376465,23.503191315417908,22.99808579352847,23.234854006914144,4870000
2000-01-19,23.140151977539062,23.25064383554914,22.887599159230316,22.982306466096098,5507400
2000-01-20,23.219078063964844,23.313785384416096,22.745541461708594,23.298000831007556,4823400
2000-01-21,22.698177337646484,23.17171372160295,22.635039153118957,23.17171372160295,8538000
2000-01-24,21.135507583618164,22.777100405646756,21.103938490886843,22.761315859281098,11304200
2000-01-25,21.53012466430664,21.95630748390802,21.103941844705265,21.18286458907589,12956800
2000-01-26,21.088163375854492,21.940529260806695,20.977671501879207,21.782683726556286,9491400
2000-01-27,20.330501556396484,21.19865185577677,20.330501556396484,21.1512982030833,12406600
2000-01-28,21.34071922302246,21.514349335044095,20.425214995999312,20.425214995999312,12340000
2000-01-31,21.735328674316406,21.90895875087231,20.914531948779402,21.51434494051798,9055200
2000-02-01,21.419626235961914,21.593256220188575,21.309134427817675,21.57747167616797,6079200
2000-02-02,21.561687469482422,21.798455633495774,21.451195659609528,21.593256558017536,5791600
2000-02-03,21.040803909301758,21.466986734171336,20.677759280709154,21.466986734171336,10237200
2000-02-04,20.740894317626953,21.11972343758361,20.66197158430265,20.993447064264725,6906000
2000-02-07,20.567270278930664,20.709331240181914,20.456778420179695,20.598839381430942,5822000
2000-02-08,20.72510528564453,20.961873434376187,20.519906223410427,20.819812545137193,6125400
2000-02-09,20.204219818115234,20.74089440703392,20.12529708445072,20.725109860301018,12422600
2000-02-10,19.69911766052246,20.298930538006317,19.572841265262703,20.15686959333909,11344800
2000-02-11,19.62751579284668,19.880978466523473,19.24732178233149,19.706722878370677,10233200
2000-02-14,19.67504119873047,19.833455379074515,19.437419928214403,19.50078560035202,7373000
2000-02-15,20.197799682617188,20.340372386259194,19.643350279564952,19.690874514112288,9863400
2000-02-16,20.229488372802734,20.43542678223612,20.007708547259085,20.340378285574555,9247200
2000-02-17,20.071069717407227,20.562153506862337,19.96017982946575,20.514629269173135,5774400
2000-02-18,19.62751579284668,20.00770980336187,19.48494303890348,19.89681988362827,8246200
2000-02-22,19.928503036499023,20.039392958005774,19.453260515755805,19.77008886291795,7307400
2000-02-23,19.294843673706055,19.849293204559675,19.294843673706055,19.801768959057938,8293200
2000-02-24,18.6928768157959,19.07307092052395,18.249317026946503,19.009705236402606,18512800
2000-02-25,18.249305725097656,18.40771983729468,17.82158762216568,18.391878426074978,13221400
2000-02-28,18.439416885375977,18.48694115569911,17.758235677411054,18.24931980408344,13537800
2000-02-29,18.249305725097656,18.613658183150818,18.05920879046122,18.56613394949171,10183200
2000-03-01,18.597829818725586,18.597829818725586,18.011697192411408,18.312684216734905,9397200
2000-03-02,18.67702865600586,18.99385696229943,18.40772459565633,18.502773087544398,6793000
2000-03-03,18.62950325012207,18.819600222062093,18.312674963555367,18.819600222062093,5794600
2000-03-06,17.869117736816406,18.486932977716975,17.805752071083017,18.486932977716975,7631400
2000-03-07,17.36219024658203,17.86911550925596,16.76021649715674,17.86911550925596,16526400
2000-03-08,17.995853424072266,18.185950467284293,17.04536820801211,17.156258149885794,12836800
2000-03-09,18.423566818237305,18.502773898281315,17.726544513849994,17.99584858599964,9665400
2000-03-10,17.964157104492188,18.692861890035964,17.710694570390007,18.423557947552396,8722200
2000-03-13,17.742385864257812,18.13842126301357,17.568130288805282,17.647337368556432,5762600
2000-03-14,18.439416885375977,18.914659588607314,18.185954110319262,18.201795533760304,10342200
2000-03-15,19.500778198242188,19.81760643866854,18.20178241249413,18.312672296643353,12020200
2000-03-16,20.229488372802734,20.4037439500156,20.007708547259085,20.245329788912994,15359000
