Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2000-01-03,26.833696365356445,27.02145400756302,26.458181080943294,26.990161067195256,4275000
2000-01-04,26.317354202270508,27.13097038450479,25.97313197132523,26.630283503129846,4270800
2000-01-05,25.8166561126709,26.37992860967463,25.660191530169865,26.2547569436738,5098400
2000-01-06,27.005800247192383,27.396961896195748,26.301709278986323,26.317355744946457,6524200
2000-01-07,29.165016174316406,29.290187917553812,27.33437942946929,27.428258236897346,9832000
2000-01-10,29.02420425415039,29.368426622663225,28.63304247174944,28.992911311558313,6862000
2000-01-11,29.477935791015625,29.477935791015625,28.648673266109135,28.883370207120407,4421800
2000-01-12,29.290191650390625,29.634413988162308,29.071141071808643,29.196312830998348,6231600
2000-01-13,28.78948974609375,29.29017652428669,28.679964513364048,29.25888360064963,5285200
2000-01-14,29.290191650390625,29.290191650390625,28.88338343302409,28.914676372821514,4904400
2000-01-18,29.274538040161133,29.54052796356185,29.055487515007602,29.274538040161133,4456800
2000-01-19,28.962629318237305,29.11952330154303,28.507636766650695,28.617462554964703,5553400
2000-01-20,28.256616592407227,28.68023050023343,27.017153676915736,28.61747288425918,10231800
2000-01-21,25.777685165405273,28.27229985883159,24.97752573543834,28.27229985883159,24378800
2000-01-24,25.88749885559082,27.330923034205583,23.800809553897743,24.098908025568186,28554600
2000-01-25,24.47545623779297,26.028706345191367,24.34994107759916,26.01301695016714,17097800
2000-01-26,25.25994110107422,25.307009314306036,24.804948373166674,24.852016586398488,10243200
2000-01-27,26.122854232788086,26.21699064443777,25.40114174347382,25.605103968714808,8989000
2000-01-28,25.181489944458008,26.028717643523883,24.94614891693971,26.028717643523883,9583400
2000-01-31,25.369773864746094,25.385463273444145,24.695129290729966,25.165811551671453,4518200
2000-02-01,24.97753143310547,25.322698324768986,24.789258583107184,25.275630112269415,4044200
2000-02-02,24.75787353515625,25.103040339828897,24.679426534094283,25.040282738979325,3920800
2000-02-03,24.553911209106445,25.055972013382103,24.271502006701386,25.055972013382103,6259600
2000-02-04,23.785123825073242,24.522525421233166,23.59685107711752,24.50683602557019,7647800
2000-02-07,23.408578872680664,23.80081377336231,23.23599551638074,23.596851625007854,6464400
2000-02-08,24.036165237426758,24.067544043219744,23.298763301291604,23.596861956324965,6787800
2000-02-09,23.59686851501465,24.067550732734357,23.534110885985356,23.910656660161123,6255800
2000-02-10,22.953584671020508,23.769433203414952,22.608417984238248,23.534092280608863,5267800
2000-02-11,23.53409767150879,23.58116586685181,22.92221113204956,22.92221113204956,5335000
2000-02-14,23.06341552734375,23.5497868751993,22.843763950892857,23.518408078563457,5252200
2000-02-15,24.036165237426758,24.051854640323253,23.126179869430185,23.22031628680914,6864000
2000-02-16,23.60862922668457,24.16168068389715,23.345831725739583,24.051854862606707,5314600
2000-02-17,23.64393424987793,23.847896522770043,23.345835543343306,23.596866033056674,4682400
2000-02-18,23.506637573242188,23.70667737238041,23.094790927957618,23.549783412272003,4651600
2000-02-22,23.3144588470459,23.45566351031872,22.60843553068179,23.173254183773075,5226800
2000-02-23,22.7496337890625,23.314452283135775,22.62411856815733,23.314452283135775,5357000
2000-02-24,22.21619987487793,22.812397329147252,21.729828267447694,22.686882075616868,7223200
2000-02-25,21.36896514892578,22.341708055851917,21.368965148925778,22.278950448953456,7177200
2000-02-28,22.184814453125,22.592738905586984,21.337586744165485,21.54154897039648,7081600
2000-02-29,22.05929946899414,22.561360338843226,21.902405447166302,22.46722392574652,6661800
2000-03-01,22.153423309326172,22.26324906227609,21.808256657197862,22.090665736211935,4153600
2000-03-02,21.918107986450195,22.20051739500861,21.76121387058441,22.09069151390256,3565800
2000-03-03,22.200511932373047,22.54567890234634,21.839655554673698,22.043617855112462,4902200
2000-03-06,21.949474334716797,22.200504777429785,21.745512100012498,22.184815374760223,3668600
2000-03-07,15.312859535217285,18.168331292809032,14.371495219527697,14.559768082665615,137287200
2000-03-08,14.559765815734863,15.485440582036972,14.340114176273346,15.312857151031494,74584200
2000-03-09,14.497008323669434,14.936311606204871,14.18322026471555,14.685281159041764,34217200
2000-03-10,13.49288272857666,14.497004233959109,13.241852352231048,14.3401102487431,48561600
2000-03-13,14.371496200561523,14.371496200561523,13.367374195282116,13.492889445942042,35996800
2000-03-14,13.994945526123047,14.559763955428462,13.838051517982654,14.418559348102107,20742000
2000-03-15,14.685284614562988,14.68528461456299,13.712541402914587,14.167534195459806,24737400
2000-03-16,15.030447006225586,15.187341025079716,14.748037772288153,14.983378800569348,27405200
2000-03-17,14.465632438659668,15.030451058824255,14.30873837750284,15.030451058824255,22202400
2000-03-20,14.591141700744629,14.81863799607882,14.41855830428421,14.65389929945751,11856000
2000-03-21,14.308732986450195,14.434248188085725,14.089081383588022,14.35580118706352,14933000
